ShipmentCount,YearNumber,MonthNumber,upscustomerid,OriginLocCode,DestLocCode,StandardWeightInKG
11,2016,5,17,CNTRL,HOU,26
7,2017,2,18,CNTRL,CKG,215
8,2017,7,5,CNTRL,SHA,11
11,2014,9,5,CNTRL,AMS,60
9,2017,5,17,CNTRL,ELP,165
17,2017,4,18,CNTRL,KUB,26
8,2014,10,5,CNTRL,HAM,225
13,2015,5,17,CNTRL,HOU,26
9,2014,10,7,CNTRL,YYZ,26
8,2015,2,7,CNTRL,PHX,485
12,2015,3,18,CNTRL,CKG,172
39,2017,8,18,CNTRL,HKG,1
7,2016,3,9,CNTRL,SEL,8347
7,2015,2,3,CNTRL,ONT,11
37,2015,10,17,CNTRL,SFO,4
11,2017,2,17,CNTRL,ELP,60
7,2016,12,17,CNTRL,ELP,112
8,2015,4,5,CNTRL,SIN,2
76,2017,4,5,CNTRL,SHA,3
11,2014,10,5,CNTRL,AMS,8
9,2015,2,7,CNTRL,YYZ,2
42,2016,3,18,CNTRL,CKG,59
13,2015,7,18,CNTRL,CKG,48
12,2015,1,3,CNTRL,ONT,4
8,2014,10,7,CNTRL,PEN,4
7,2014,10,7,CNTRL,PRG,4
7,2017,1,17,CNTRL,ELP,207
12,2014,10,18,CNTRL,KUB,52
10,2017,6,18,CNTRL,KUB,9
20,2017,6,18,CNTRL,CKG,19
8,2015,2,7,CNTRL,SAN,331
8,2015,8,17,CNTRL,HOU,73
7,2017,3,18,CNTRL,KUB,56
9,2016,1,18,CNTRL,CKG,105
10,2015,6,5,CNTRL,SIN,3
12,2015,6,18,CNTRL,CKG,2756
10,2014,12,18,CNTRL,CKG,121
8,2015,11,17,CNTRL,HOU,132
7,2014,10,7,CNTRL,PHX,496
13,2015,4,17,CNTRL,HOU,22
11,2015,2,3,CNTRL,ONT,20
9,2014,9,17,CNTRL,PRG,1
8,2015,3,17,CNTRL,HOU,49
9,2015,2,18,CNTRL,CKG,120
10,2015,8,18,CNTRL,KUB,49
8,2015,4,18,CNTRL,CKG,165
9,2015,7,17,CNTRL,PRG,1
20,2015,5,5,CNTRL,SIN,2
7,2015,2,7,CNTRL,ELP,31
66,2017,2,5,CNTRL,SHA,3
20,2014,11,18,CNTRL,CKG,33
63,2014,10,17,CNTRL,HOU,4
10,2015,7,17,CNTRL,HOU,35
11,2014,8,7,CNTRL,SEA,243
40,2017,3,17,CNTRL,HOU,5
13,2016,11,5,CNTRL,SIN,2
17,2016,7,18,CNTRL,KUB,6
12,2016,3,17,CNTRL,HOU,11
9,2016,1,17,CNTRL,HOU,121
7,2015,2,5,CNTRL,AMS,6
22,2017,10,18,CNTRL,CKG,66
11,2015,5,18,CNTRL,CKG,100
41,2016,6,17,CNTRL,HOU,3
8,2016,7,17,CNTRL,ELP,225
47,2017,6,18,CNTRL,CKG,24
24,2015,3,3,CNTRL,ONT,2
9,2017,1,7,CNTRL,MKC,11
23,2014,9,7,CNTRL,SAN,342
8,2016,4,18,CNTRL,CKG,634
12,2014,11,18,CNTRL,CKG,68
15,2015,1,5,CNTRL,SDF,496
22,2014,12,18,CNTRL,CKG,59
10,2015,3,17,CNTRL,HOU,40
7,2015,4,5,CNTRL,SDF,485
8,2015,4,5,CNTRL,AMS,14
13,2017,1,17,CNTRL,ELP,205
9,2016,3,17,CNTRL,SFO,9
8,2015,10,3,CNTRL,ONT,4
7,2015,8,7,CNTRL,PRG,5
7,2014,9,18,CNTRL,KUB,48
21,2018,2,17,CNTRL,HOU,5
7,2017,11,4,CNTRL,MTY,10050
9,2015,1,18,CNTRL,CKG,134
10,2015,2,7,CNTRL,SAN,661
20,2015,6,18,CNTRL,CKG,86
31,2015,12,18,CNTRL,KUB,5
18,2016,11,18,CNTRL,CKG,23
10,2016,3,18,CNTRL,CKG,132
13,2015,12,17,CNTRL,HOU,22
13,2015,10,5,CNTRL,AMS,3
7,2016,6,5,CNTRL,SDF,573
21,2014,11,17,CNTRL,HOU,13
9,2017,5,17,CNTRL,ELP,29
7,2014,9,3,CNTRL,ONT,2
7,2014,11,18,CNTRL,CKG,55
9,2016,7,17,CNTRL,HOU,10
53,2015,7,17,CNTRL,HOU,7
7,2014,11,5,CNTRL,SDF,9
9,2017,8,17,CNTRL,ELP,176
12,2014,12,18,CNTRL,CKG,100
8,2017,11,17,CNTRL,SIN,35
11,2017,5,17,CNTRL,ELP,44
9,2017,8,18,CNTRL,CKG,173
13,2016,10,7,CNTRL,YYZ,2
8,2017,1,7,CNTRL,STR,1
26,2015,7,17,CNTRL,SFO,7
8,2015,4,7,CNTRL,SHA,6
17,2017,10,17,CNTRL,SFO,2
9,2015,6,8,CNTRL,ORD,176
17,2017,8,18,CNTRL,CKG,117
7,2015,3,8,CNTRL,ORD,324
9,2016,7,17,CNTRL,ELP,64
7,2016,7,18,CNTRL,CKG,111
12,2017,3,18,CNTRL,KUB,41
8,2017,6,10,CNTRL,BUF,2646
208,2017,6,18,CNTRL,CKG,3
23,2016,2,18,CNTRL,CKG,53
54,2015,11,18,CNTRL,CKG,31
8,2015,4,3,CNTRL,ONT,9
8,2014,8,18,CNTRL,KUB,33
13,2018,1,17,CNTRL,SFO,2
18,2015,6,5,CNTRL,AMS,1
7,2016,7,17,CNTRL,ELP,46
61,2017,12,17,CNTRL,HOU,2
16,2014,10,18,CNTRL,CKG,91
10,2016,4,18,CNTRL,ELP,176
11,2015,6,18,CNTRL,CKG,93
8,2017,12,17,CNTRL,HOU,11
13,2015,3,5,CNTRL,SIN,3
7,2016,4,18,CNTRL,ELP,209
11,2016,5,17,CNTRL,ELP,77
8,2016,3,5,CNTRL,AMS,8
7,2017,1,18,CNTRL,CKG,238
13,2017,11,18,CNTRL,CKG,173
17,2016,10,17,CNTRL,ELP,60
18,2015,4,3,CNTRL,STL,13605
35,2015,9,17,CNTRL,HOU,4
10,2016,12,17,CNTRL,ELP,73
51,2015,6,17,CNTRL,HOU,2
14,2015,6,5,CNTRL,SHE,20
7,2016,10,17,CNTRL,ELP,170
7,2015,10,18,CNTRL,KUB,54
20,2016,4,17,CNTRL,HOU,7
11,2015,8,18,CNTRL,KUB,27
9,2016,8,17,CNTRL,HOU,8
7,2014,10,17,CNTRL,HOU,106
15,2015,6,17,CNTRL,HOU,121
22,2015,4,7,CNTRL,SAN,331
8,2017,7,18,CNTRL,CKG,158
12,2018,1,5,CNTRL,SIN,2
21,2016,10,18,CNTRL,CKG,47
9,2017,3,17,CNTRL,ELP,79
60,2016,3,17,CNTRL,HOU,3
7,2015,3,17,CNTRL,HOU,5
9,2015,3,17,CNTRL,SFO,31
27,2017,4,18,CNTRL,CKG,46
7,2015,4,18,CNTRL,CKG,212
7,2017,9,17,CNTRL,HOU,15
9,2015,1,18,CNTRL,CKG,84
9,2016,7,17,CNTRL,ELP,203
8,2015,10,18,CNTRL,CKG,298
13,2016,11,5,CNTRL,SHA,5
9,2016,9,17,CNTRL,ELP,60
7,2016,8,17,CNTRL,ELP,179
29,2017,3,5,CNTRL,SHA,2
11,2016,10,18,CNTRL,KUB,3
13,2016,2,5,CNTRL,SHE,200
7,2015,9,5,CNTRL,SHE,88
11,2016,4,17,CNTRL,HOU,27
8,2015,3,18,CNTRL,KUB,63
14,2016,7,3,CNTRL,ONT,7
15,2015,10,17,CNTRL,SFO,7
57,2016,6,18,CNTRL,CKG,33
11,2014,12,5,CNTRL,SIN,2
76,2017,7,17,CNTRL,HOU,2
193,2018,1,17,CNTRL,HOU,1
14,2017,1,18,CNTRL,CKG,108
34,2017,9,17,CNTRL,HOU,4
15,2016,10,17,CNTRL,ELP,46
8,2016,2,5,CNTRL,SIN,4
20,2017,3,17,CNTRL,ELP,15
7,2015,7,5,CNTRL,SIN,7
32,2016,11,7,CNTRL,YYZ,2
14,2015,1,17,CNTRL,PRG,1
10,2016,5,3,CNTRL,ONT,20
8,2017,12,17,CNTRL,SIN,35
11,2014,10,18,CNTRL,CKG,175
12,2015,7,5,CNTRL,SDF,728
10,2014,11,5,CNTRL,AMS,5
24,2018,1,18,CNTRL,CKG,78
10,2015,1,18,CNTRL,CKG,176
67,2016,10,17,CNTRL,HOU,2
22,2016,10,17,CNTRL,ELP,51
16,2015,9,18,CNTRL,CKG,72
7,2016,9,4,CNTRL,ATL,260
11,2015,2,18,CNTRL,CKG,90
12,2016,1,17,CNTRL,HOU,15
7,2017,6,17,CNTRL,ELP,84
15,2016,3,17,CNTRL,HOU,7
10,2015,2,18,CNTRL,CKG,125
7,2016,6,17,CNTRL,ELP,11
14,2017,4,17,CNTRL,ELP,53
7,2016,4,18,CNTRL,HKG,12
40,2015,12,18,CNTRL,CKG,7
11,2017,5,18,CNTRL,CKG,118
7,2017,3,18,CNTRL,CKG,233
9,2017,7,18,CNTRL,CKG,115
18,2018,1,18,CNTRL,KUB,29
25,2015,10,17,CNTRL,HOU,20
9,2016,7,18,CNTRL,CKG,109
10,2017,10,17,CNTRL,HOU,9
47,2016,4,18,CNTRL,CKG,52
18,2015,4,3,CNTRL,ONT,2
12,2017,11,18,CNTRL,CKG,169
7,2015,12,17,CNTRL,HOU,3
49,2014,11,17,CNTRL,SFO,4
16,2015,7,3,CNTRL,ONT,4
8,2016,1,18,CNTRL,CKG,107
66,2017,6,18,CNTRL,CKG,32
9,2017,2,18,CNTRL,CKG,102
9,2017,7,17,CNTRL,HOU,15
16,2015,1,18,CNTRL,CKG,142
13,2016,7,18,CNTRL,CKG,80
10,2015,1,10,CNTRL,LON,14
11,2014,9,18,CNTRL,CKG,99
7,2016,8,17,CNTRL,ELP,196
43,2016,3,18,CNTRL,CKG,60
9,2017,11,5,CNTRL,AMS,1
19,2015,10,18,CNTRL,CKG,36
25,2017,1,5,CNTRL,SIN,2
8,2014,10,17,CNTRL,HOU,132
15,2015,5,18,CNTRL,CKG,59
40,2015,1,17,CNTRL,HOU,2
7,2015,11,4,CNTRL,SIN,39
10,2016,7,18,CNTRL,CKG,146
18,2015,2,18,CNTRL,CKG,9
10,2015,1,18,CNTRL,CKG,138
7,2014,11,17,CNTRL,HOU,132
8,2014,9,17,CNTRL,HOU,154
19,2015,2,5,CNTRL,AMS,1
7,2016,4,18,CNTRL,CKG,112
7,2017,12,5,CNTRL,SDF,485
7,2017,5,18,CNTRL,CKG,184
7,2015,4,7,CNTRL,MKC,4
17,2016,4,18,CNTRL,CKG,61
18,2017,1,5,CNTRL,SIN,3
9,2018,1,17,CNTRL,HOU,9
15,2017,4,18,CNTRL,CKG,76
8,2015,8,5,CNTRL,SIN,7
12,2015,2,17,CNTRL,HOU,66
9,2016,11,17,CNTRL,HOU,31
17,2017,12,17,CNTRL,HOU,7
8,2016,11,17,CNTRL,ELP,53
12,2015,1,18,CNTRL,CKG,54
26,2018,1,18,CNTRL,CKG,61
10,2015,6,5,CNTRL,AMS,3
27,2017,5,17,CNTRL,ELP,13
7,2018,1,5,CNTRL,SIN,10
7,2015,1,17,CNTRL,HOU,40
15,2016,3,18,CNTRL,CKG,56
7,2015,5,17,CNTRL,HOU,49
8,2014,10,17,CNTRL,HOU,6
8,2017,4,5,CNTRL,SIN,12
13,2018,1,18,CNTRL,CKG,39
11,2016,9,5,CNTRL,AMS,1
57,2014,9,18,CNTRL,HKG,1
16,2016,8,5,CNTRL,AMS,1
10,2016,11,17,CNTRL,ELP,46
31,2015,4,17,CNTRL,SFO,4
12,2014,9,18,CNTRL,CKG,110
13,2015,3,17,CNTRL,HOU,35
11,2017,9,18,CNTRL,CKG,185
10,2016,10,5,CNTRL,SIN,3
13,2016,12,18,CNTRL,CKG,74
22,2016,9,17,CNTRL,ELP,2
11,2015,3,18,CNTRL,CKG,141
8,2017,11,7,CNTRL,YYZ,1
135,2014,10,17,CNTRL,SFO,2
21,2018,1,18,CNTRL,CKG,121
12,2015,5,17,CNTRL,HOU,31
10,2017,3,17,CNTRL,ELP,101
9,2016,11,18,CNTRL,CKG,95
7,2017,3,5,CNTRL,AMS,3
8,2014,9,18,CNTRL,CKG,89
8,2017,7,17,CNTRL,ELP,198
10,2014,12,18,CNTRL,KUB,38
15,2016,8,9,CNTRL,SGF,8573
13,2015,6,17,CNTRL,HOU,35
11,2017,4,17,CNTRL,ELP,192
14,2015,12,5,CNTRL,SHE,3000
20,2015,8,18,CNTRL,CKG,27
30,2015,8,17,CNTRL,HOU,9
10,2017,7,17,CNTRL,ELP,82
12,2015,9,18,CNTRL,KUB,32
31,2015,7,17,CNTRL,SFO,4
8,2017,1,5,CNTRL,SHE,3000
9,2017,4,18,CNTRL,CKG,109
8,2015,6,7,CNTRL,YYZ,4
7,2017,2,17,CNTRL,HOU,32
20,2016,10,18,CNTRL,CKG,42
8,2014,10,5,CNTRL,AMS,19
9,2017,8,17,CNTRL,ELP,170
31,2014,8,17,CNTRL,SFO,4
23,2018,1,17,CNTRL,HOU,5
18,2016,8,18,CNTRL,CKG,74
11,2016,7,17,CNTRL,HOU,27
9,2015,10,5,CNTRL,SZX,9557
34,2015,4,18,CNTRL,CKG,39
30,2015,8,5,CNTRL,SIN,1
12,2015,10,3,CNTRL,STL,13605
8,2015,5,5,CNTRL,SHE,1500
7,2017,4,17,CNTRL,ELP,163
12,2017,6,18,CNTRL,HKG,3
9,2016,5,18,CNTRL,CKG,71
7,2015,8,3,CNTRL,ONT,20
9,2015,4,18,CNTRL,CKG,50
31,2017,5,17,CNTRL,HOU,4
8,2017,3,17,CNTRL,ELP,99
9,2015,3,18,CNTRL,HKG,9
112,2016,9,17,CNTRL,SFO,2
10,2016,11,18,CNTRL,KUB,58
13,2014,12,5,CNTRL,SIN,1
40,2017,3,7,CNTRL,YYZ,2
9,2015,3,5,CNTRL,SFO,106
36,2016,6,18,CNTRL,CKG,40
9,2017,3,7,CNTRL,PEN,2
13,2018,1,18,CNTRL,CKG,138
8,2016,9,17,CNTRL,HOU,18
8,2015,3,17,CNTRL,SIN,1
16,2017,12,18,CNTRL,CKG,74
67,2017,9,18,CNTRL,CKG,30
7,2017,10,5,CNTRL,SDF,507
7,2014,8,3,CNTRL,ONT,31
31,2017,4,17,CNTRL,ELP,57
11,2017,5,17,CNTRL,ELP,82
18,2015,1,5,CNTRL,AMS,3
8,2017,7,5,CNTRL,KUB,1
11,2017,5,17,CNTRL,ELP,57
14,2016,10,7,CNTRL,YYZ,9
9,2016,5,18,CNTRL,CKG,94
8,2016,3,17,CNTRL,ELP,324
11,2015,5,5,CNTRL,SDF,728
7,2015,7,18,CNTRL,CKG,422
18,2014,10,17,CNTRL,HOU,66
52,2017,6,18,CNTRL,CKG,37
8,2015,2,8,CNTRL,ORD,4
19,2017,5,17,CNTRL,ELP,18
19,2015,3,18,CNTRL,CKG,57
7,2016,5,9,CNTRL,DLC,10612
8,2015,2,7,CNTRL,PEN,1
7,2016,2,18,CNTRL,CKG,17
12,2016,11,5,CNTRL,SDF,485
9,2016,2,5,CNTRL,CLT,4
14,2017,11,7,CNTRL,SZX,0
14,2017,3,7,CNTRL,PHX,4
9,2016,2,18,CNTRL,CKG,2734
8,2015,10,7,CNTRL,PHX,1179
8,2016,9,5,CNTRL,SDF,728
14,2017,2,7,CNTRL,PEN,1
7,2016,6,17,CNTRL,ELP,196
21,2017,6,17,CNTRL,ELP,185
10,2015,1,18,CNTRL,CKG,46
11,2016,9,7,CNTRL,SEA,320
18,2017,4,18,CNTRL,CKG,62
18,2016,6,18,CNTRL,CKG,71
10,2015,8,5,CNTRL,SHE,92
7,2016,8,17,CNTRL,ELP,218
18,2017,4,18,CNTRL,CKG,72
16,2014,9,18,CNTRL,CKG,74
7,2016,7,17,CNTRL,ELP,207
13,2016,2,5,CNTRL,SHE,3000
28,2018,2,18,CNTRL,CKG,24
21,2016,12,17,CNTRL,HOU,6
75,2016,4,17,CNTRL,HOU,3
7,2016,12,18,CNTRL,CKG,81
8,2017,8,5,CNTRL,KUB,15
25,2015,8,17,CNTRL,HOU,11
12,2017,5,18,CNTRL,CKG,106
8,2017,1,17,CNTRL,SFO,4
11,2017,1,5,CNTRL,SHA,5
24,2017,5,18,CNTRL,CKG,13
7,2016,11,5,CNTRL,SDF,578
46,2017,9,17,CNTRL,ELP,7
16,2015,4,7,CNTRL,SAN,661
8,2015,6,18,CNTRL,CKG,2734
9,2016,6,9,CNTRL,DLC,11540
8,2015,10,7,CNTRL,SEA,243
12,2017,5,17,CNTRL,ELP,88
10,2015,9,18,CNTRL,CKG,106
11,2014,8,5,CNTRL,SHE,92
8,2017,8,18,CNTRL,CKG,130
52,2016,12,5,CNTRL,SHA,3
7,2014,10,18,CNTRL,KUB,93
15,2015,6,17,CNTRL,HOU,26
8,2014,11,18,CNTRL,CKG,67
7,2016,11,17,CNTRL,ELP,82
7,2015,3,5,CNTRL,AMS,6
52,2016,5,18,CNTRL,CKG,4
19,2016,8,17,CNTRL,ELP,57
32,2016,11,17,CNTRL,ELP,2
10,2016,5,17,CNTRL,ELP,121
7,2015,3,7,CNTRL,YYZ,4
59,2014,12,17,CNTRL,HOU,7
44,2015,3,18,CNTRL,CKG,5
8,2017,11,18,CNTRL,CKG,254
82,2017,10,17,CNTRL,HOU,2
9,2015,4,17,CNTRL,HOU,66
11,2014,10,17,CNTRL,SFO,13
11,2015,2,18,CNTRL,CKG,113
44,2016,3,18,CNTRL,CKG,39
10,2017,10,7,CNTRL,PHX,9
8,2016,4,17,CNTRL,HOU,15
8,2016,1,7,CNTRL,PHX,4
7,2014,11,18,CNTRL,CKG,26
9,2015,2,5,CNTRL,SIN,4
29,2016,11,18,CNTRL,CKG,75
10,2015,2,17,CNTRL,HOU,5
30,2017,7,18,CNTRL,CKG,9
21,2016,8,18,CNTRL,CKG,70
14,2018,1,17,CNTRL,PRG,1
7,2015,6,8,CNTRL,ORD,2
13,2015,4,18,CNTRL,CKG,55
14,2017,5,17,CNTRL,ELP,75
23,2015,7,17,CNTRL,HOU,1
9,2015,2,18,CNTRL,CKG,117
7,2014,10,18,CNTRL,CKG,199
7,2015,5,7,CNTRL,YYZ,4
14,2017,7,18,CNTRL,CKG,103
14,2014,8,18,CNTRL,CKG,36
9,2017,6,8,CNTRL,SLC,77
14,2015,4,5,CNTRL,AMS,2
7,2017,1,17,CNTRL,ELP,417
39,2016,12,17,CNTRL,ELP,7
11,2017,8,5,CNTRL,SDF,2
7,2017,7,17,CNTRL,ELP,104
8,2014,12,17,CNTRL,HOU,342
17,2015,12,18,CNTRL,CKG,70
53,2015,7,17,CNTRL,HOU,9
11,2016,2,17,CNTRL,HOU,26
21,2017,7,18,CNTRL,CKG,23
8,2016,7,17,CNTRL,ELP,179
11,2014,8,17,CNTRL,HOU,2
7,2017,3,18,CNTRL,CKG,80
10,2017,1,18,CNTRL,CKG,177
15,2018,1,17,CNTRL,HOU,6
7,2014,12,18,CNTRL,CKG,326
53,2015,7,17,CNTRL,HOU,2
11,2014,10,18,CNTRL,CKG,160
9,2016,11,5,CNTRL,SHA,8
8,2017,3,5,CNTRL,SIN,3
9,2015,5,17,CNTRL,HKG,221
58,2015,12,17,CNTRL,HOU,7
7,2014,9,7,CNTRL,PHX,375
18,2015,1,18,CNTRL,CKG,42
13,2014,8,17,CNTRL,HOU,3
16,2015,6,18,CNTRL,CKG,441
11,2018,2,18,CNTRL,CKG,111
19,2017,5,17,CNTRL,ELP,62
8,2016,4,5,CNTRL,SIN,2
8,2014,12,18,CNTRL,KUB,85
14,2018,2,7,CNTRL,PEN,1
11,2014,9,5,CNTRL,AMS,42
17,2017,6,18,CNTRL,CKG,125
10,2017,4,17,CNTRL,HOU,7
13,2015,8,17,CNTRL,HOU,2
9,2014,8,18,CNTRL,CKG,41
9,2015,7,18,CNTRL,CKG,353
8,2016,3,18,CNTRL,CKG,101
20,2017,5,18,CNTRL,CKG,62
52,2015,10,17,CNTRL,HOU,4
8,2017,9,17,CNTRL,ELP,33
41,2015,7,18,CNTRL,HKG,1
10,2015,8,18,CNTRL,CKG,51
7,2017,12,18,CNTRL,CKG,191
10,2017,12,17,CNTRL,SIN,1
8,2017,4,7,CNTRL,PEN,8
53,2016,8,18,CNTRL,CKG,30
7,2016,12,17,CNTRL,ELP,31
22,2014,10,5,CNTRL,SDF,496
13,2016,8,7,CNTRL,PEN,1
73,2015,3,18,CNTRL,CKG,32
34,2016,1,17,CNTRL,HOU,7
18,2015,9,17,CNTRL,SIN,1
8,2016,12,7,CNTRL,YYZ,2
30,2015,10,18,CNTRL,CKG,28
20,2017,6,5,CNTRL,SIN,2
14,2016,10,17,CNTRL,HOU,7
11,2017,5,17,CNTRL,ELP,71
11,2017,1,17,CNTRL,ELP,176
11,2017,8,17,CNTRL,ELP,31
47,2015,12,17,CNTRL,HOU,2
20,2016,7,18,CNTRL,CKG,115
7,2017,5,18,CNTRL,CKG,160
7,2015,1,17,CNTRL,HOU,1
7,2016,7,17,CNTRL,ELP,214
11,2015,2,5,CNTRL,SDF,496
130,2017,2,17,CNTRL,HOU,1
8,2014,8,7,CNTRL,SAN,661
10,2017,5,17,CNTRL,ELP,53
11,2015,5,3,CNTRL,ONT,15
7,2017,6,17,CNTRL,ELP,82
9,2016,3,17,CNTRL,HOU,15
17,2016,12,18,CNTRL,KUB,8
8,2017,8,17,CNTRL,ELP,35
7,2016,7,18,CNTRL,CKG,625
7,2017,12,17,CNTRL,SIN,34
9,2017,10,17,CNTRL,SIN,37
12,2017,9,5,CNTRL,SIN,2
23,2017,4,17,CNTRL,ELP,71
7,2014,9,18,CNTRL,KUB,61
8,2015,4,18,CNTRL,KUB,72
11,2017,2,17,CNTRL,HOU,7
15,2018,1,5,CNTRL,SIN,4
7,2017,8,5,CNTRL,SIN,7
58,2016,8,18,CNTRL,CKG,4
28,2015,9,5,CNTRL,AMS,1
9,2015,1,17,CNTRL,SIN,2
7,2017,5,17,CNTRL,ELP,123
11,2016,6,3,CNTRL,MEM,4
16,2015,11,17,CNTRL,HOU,5
10,2017,2,7,CNTRL,TPE,1
8,2015,2,8,CNTRL,ORD,163
14,2015,10,17,CNTRL,HOU,15
10,2017,8,18,CNTRL,CKG,276
9,2016,8,18,CNTRL,CKG,123
12,2017,2,17,CNTRL,ELP,68
8,2016,4,3,CNTRL,MEM,7
7,2017,10,5,CNTRL,SHA,11
10,2015,5,18,CNTRL,KUB,25
19,2016,4,3,CNTRL,ONT,7
12,2016,7,5,CNTRL,AMS,1
8,2017,6,3,CNTRL,MEM,2
23,2015,6,18,CNTRL,CKG,52
32,2016,8,18,CNTRL,CKG,89
7,2015,9,18,CNTRL,CKG,661
12,2015,12,17,CNTRL,SFO,9
11,2015,10,5,CNTRL,SDF,606
35,2018,2,18,CNTRL,CKG,33
7,2015,8,17,CNTRL,HOU,7
19,2017,7,17,CNTRL,ELP,187
50,2016,5,18,CNTRL,CKG,33
7,2014,12,7,CNTRL,SIN,17
48,2017,11,18,CNTRL,CKG,6
14,2015,9,7,CNTRL,PHX,2
7,2015,5,18,CNTRL,CKG,17637
11,2014,12,18,CNTRL,KUB,29
11,2015,12,7,CNTRL,YYZ,22
8,2015,9,18,CNTRL,CKG,11
12,2016,6,17,CNTRL,ELP,53
8,2014,9,18,CNTRL,CKG,331
9,2017,6,18,CNTRL,CKG,146
52,2017,12,17,CNTRL,HOU,3
12,2016,5,18,CNTRL,CKG,83
18,2017,1,17,CNTRL,ELP,20
9,2015,9,17,CNTRL,HKG,2
9,2018,2,17,CNTRL,HOU,7
7,2014,11,7,CNTRL,MKC,7
8,2016,8,18,CNTRL,KUB,40
7,2014,10,5,CNTRL,AMS,71
10,2014,12,17,CNTRL,SFO,31
13,2014,9,17,CNTRL,HOU,26
8,2014,8,18,CNTRL,CKG,49
173,2017,6,17,CNTRL,HOU,1
15,2014,8,18,CNTRL,CKG,73
9,2017,7,17,CNTRL,ELP,44
7,2014,9,7,CNTRL,PHX,4
9,2017,3,17,CNTRL,HOU,10
15,2015,11,18,CNTRL,CKG,71
12,2015,6,18,CNTRL,KUB,39
9,2014,12,18,CNTRL,CKG,158
7,2015,9,7,CNTRL,TPE,1
9,2015,11,18,CNTRL,KUB,98
16,2015,11,18,CNTRL,CKG,122
9,2017,7,18,CNTRL,CKG,231
10,2014,10,17,CNTRL,HOU,110
9,2014,10,7,CNTRL,SAN,661
10,2016,7,18,CNTRL,CKG,132
32,2016,2,18,CNTRL,CKG,27
29,2014,9,18,CNTRL,CKG,77
7,2017,3,5,CNTRL,SDF,15
10,2015,3,17,CNTRL,HOU,57
26,2015,2,17,CNTRL,SFO,7
34,2016,3,18,CNTRL,KUB,31
7,2016,4,5,CNTRL,BOS,507
9,2017,4,18,CNTRL,KUB,42
14,2017,1,17,CNTRL,HOU,8
170,2017,4,17,CNTRL,HOU,1
8,2016,7,17,CNTRL,ELP,201
7,2014,9,18,CNTRL,CKG,122
31,2015,12,17,CNTRL,SFO,4
12,2018,1,4,CNTRL,IND,287
8,2016,4,7,CNTRL,SEA,320
26,2016,11,17,CNTRL,HOU,5
17,2016,11,18,CNTRL,CKG,19
14,2017,2,17,CNTRL,ELP,77
7,2015,1,18,CNTRL,CKG,295
18,2014,11,18,CNTRL,CKG,36
15,2017,9,18,CNTRL,CKG,93
17,2015,3,18,CNTRL,CKG,50
10,2018,1,5,CNTRL,SHA,3
10,2015,9,18,CNTRL,KUB,51
43,2015,11,17,CNTRL,HOU,11
7,2017,9,5,CNTRL,SDF,608
11,2017,5,17,CNTRL,ELP,15
9,2015,1,7,CNTRL,ELP,15
17,2015,3,17,CNTRL,HOU,33
8,2014,12,7,CNTRL,SIN,1
8,2015,6,5,CNTRL,SDF,728
37,2016,5,18,CNTRL,KUB,5
11,2015,3,5,CNTRL,SDF,573
55,2018,1,18,CNTRL,CKG,25
12,2015,8,7,CNTRL,PEN,1
7,2016,12,18,CNTRL,CKG,625
8,2016,12,17,CNTRL,ELP,84
8,2015,3,17,CNTRL,HOU,157
8,2018,1,5,CNTRL,SIN,8
8,2017,1,8,CNTRL,ORD,276
23,2014,12,18,CNTRL,CKG,94
8,2017,4,17,CNTRL,ELP,35
21,2016,8,17,CNTRL,HOU,6
9,2015,3,5,CNTRL,AMS,4
13,2016,7,17,CNTRL,ELP,66
8,2015,5,3,CNTRL,ONT,11
7,2015,5,7,CNTRL,YYZ,2
27,2017,11,18,CNTRL,CKG,60
9,2016,8,18,CNTRL,CKG,118
7,2015,7,18,CNTRL,KUB,41
15,2015,11,18,CNTRL,KUB,5
19,2016,9,5,CNTRL,SDF,496
10,2017,11,18,CNTRL,CKG,215
12,2014,8,5,CNTRL,SIN,1
11,2015,6,18,CNTRL,CKG,503
12,2015,3,3,CNTRL,ONT,15
8,2016,2,18,CNTRL,HKG,4
17,2018,2,18,CNTRL,CKG,14
8,2014,11,18,CNTRL,CKG,156
22,2017,9,17,CNTRL,ELP,4
7,2015,4,5,CNTRL,SDF,1781
20,2017,10,18,CNTRL,CKG,86
10,2017,3,17,CNTRL,HOU,11
9,2015,9,17,CNTRL,HOU,35
16,2014,11,17,CNTRL,HOU,5
9,2016,11,17,CNTRL,ELP,185
11,2015,11,7,CNTRL,PHX,2
10,2017,5,17,CNTRL,HOU,10
10,2016,5,9,CNTRL,DLC,10571
16,2015,5,17,CNTRL,HOU,66
12,2014,10,5,CNTRL,SDF,1102
8,2017,9,18,CNTRL,CKG,234
8,2017,12,18,CNTRL,CKG,109
9,2016,4,5,CNTRL,PHX,1224
7,2016,10,18,CNTRL,CKG,92
9,2017,5,17,CNTRL,HOU,12
8,2016,10,17,CNTRL,ELP,198
14,2015,9,7,CNTRL,PEN,1
8,2015,12,18,CNTRL,KUB,57
11,2014,12,5,CNTRL,AMS,4
9,2015,7,7,CNTRL,PHX,4
7,2016,3,9,CNTRL,DLC,10612
15,2016,2,18,CNTRL,CKG,43
7,2017,9,18,CNTRL,CKG,170
10,2014,12,18,CNTRL,CKG,175
